web-scraper-order,web-scraper-start-url,categories,categories-href,show_all,show_all-href,title,pagination,pagination-href
"1547145242-1219","https://www.trovaprezzi.it/categorie.aspx","Home Theater","https://www.trovaprezzi.it/prezzi_home-theater.aspx","Vedi tutte le offerte in Home Theater","https://www.trovaprezzi.it/prezzi_home-theater_1.aspx","Trevi SB 8310 TV Mini Stereo Bluetooth Soundbar MicroSd 15W Gigio/Nero","",""
"1547145107-545","https://www.trovaprezzi.it/categorie.aspx","Occhiali da Sole","https://www.trovaprezzi.it/prezzi_occhiali-da-sole.aspx","Vedi tutte le offerte in Occhiali da Sole","https://www.trovaprezzi.it/prezzi_occhiali-da-sole_1.aspx","","6","https://www.trovaprezzi.it/prezzi_occhiali-da-sole_6.aspx"
"1547145307-1646","https://www.trovaprezzi.it/categorie.aspx","Notebook","https://www.trovaprezzi.it/prezzi_notebook.aspx","Vedi tutte le offerte in Notebook","https://www.trovaprezzi.it/prezzi_notebook_1.aspx","MEDIACOM > MEDIACOM SMARTBOOK 14 M-SB144s1 Intel At","",""
"1547145140-719","https://www.trovaprezzi.it/categorie.aspx","Orologi da Polso","https://www.trovaprezzi.it/prezzi_orologi-polso.aspx","Vedi tutte le offerte in Orologi da Polso","https://www.trovaprezzi.it/prezzi_orologi-polso_1.aspx","","20","https://www.trovaprezzi.it/prezzi_orologi-polso_20.aspx"
"1547145211-1004","https://www.trovaprezzi.it/categorie.aspx","Pneumatici per Auto","https://www.trovaprezzi.it/prezzi_pneumatici.aspx","Vedi tutte le offerte in Pneumatici per Auto","https://www.trovaprezzi.it/prezzi_pneumatici_1.aspx","SEMI-PRO DIN 7777 4.10 0 4 Schl?uche","",""
"1547145219-1041","https://www.trovaprezzi.it/categorie.aspx","Borse","https://www.trovaprezzi.it/prezzi_borse-zaini.aspx","Vedi tutte le offerte in Borse","https://www.trovaprezzi.it/prezzi_borse-zaini_1.aspx","decoration gruop s.r.l: borsa in tnt portapanettone 25x25x33 cm argento lucido","",""
"1547145242-1237","https://www.trovaprezzi.it/categorie.aspx","Home Theater","https://www.trovaprezzi.it/prezzi_home-theater.aspx","Vedi tutte le offerte in Home Theater","https://www.trovaprezzi.it/prezzi_home-theater_1.aspx","","18","https://www.trovaprezzi.it/prezzi_home-theater_18.aspx"
"1547145298-1589","https://www.trovaprezzi.it/categorie.aspx","Stampanti","https://www.trovaprezzi.it/prezzi_stampanti.aspx","Vedi tutte le offerte in Stampanti","https://www.trovaprezzi.it/prezzi_stampanti_1.aspx","","10","https://www.trovaprezzi.it/prezzi_stampanti_10.aspx"
"1547145232-1156","https://www.trovaprezzi.it/categorie.aspx","Profumi e Deodoranti","https://www.trovaprezzi.it/prezzi_profumi-deodoranti.aspx","Vedi tutte le offerte in Profumi e Deodoranti","https://www.trovaprezzi.it/prezzi_profumi-deodoranti_1.aspx","","17","https://www.trovaprezzi.it/prezzi_profumi-deodoranti_17.aspx"
"1547145246-1249","https://www.trovaprezzi.it/categorie.aspx","Videocamere Digitali","https://www.trovaprezzi.it/prezzi_videocamere-digitali.aspx","Vedi tutte le offerte in Videocamere Digitali","https://www.trovaprezzi.it/prezzi_videocamere-digitali_1.aspx","Midland Videocamera Midland HDV C1115","",""
"1547145232-1130","https://www.trovaprezzi.it/categorie.aspx","Profumi e Deodoranti","https://www.trovaprezzi.it/prezzi_profumi-deodoranti.aspx","Vedi tutte le offerte in Profumi e Deodoranti","https://www.trovaprezzi.it/prezzi_profumi-deodoranti_1.aspx","Spuma di Sciampagna Talco Seta Buste 75 Gr NANDIDA.com","",""
"1547145096-500","https://www.trovaprezzi.it/categorie.aspx","Anelli","https://www.trovaprezzi.it/prezzi_anelli.aspx","Vedi tutte le offerte in Anelli","https://www.trovaprezzi.it/prezzi_anelli_1.aspx","Hûggot Anello Placcato in Rodio con Zirconi Belt Hûggot","",""
"1547145140-720","https://www.trovaprezzi.it/categorie.aspx","Orologi da Polso","https://www.trovaprezzi.it/prezzi_orologi-polso.aspx","Vedi tutte le offerte in Orologi da Polso","https://www.trovaprezzi.it/prezzi_orologi-polso_1.aspx","","Successive","https://www.trovaprezzi.it/prezzi_orologi-polso_21.aspx"
"1547145286-1513","https://www.trovaprezzi.it/categorie.aspx","Articoli per la Cucina","https://www.trovaprezzi.it/prezzi_articoli-per-la-cucina.aspx","Vedi tutte le offerte in Articoli per la Cucina","https://www.trovaprezzi.it/prezzi_articoli-per-la-cucina_1.aspx","","14","https://www.trovaprezzi.it/prezzi_articoli-per-la-cucina_14.aspx"
"1547145123-580","https://www.trovaprezzi.it/categorie.aspx","Grappe, Liquori, Aperitivi","https://www.trovaprezzi.it/prezzi_grappe-liquori-aperitivi.aspx","Vedi tutte le offerte in Grappe, Liquori, Aperitivi","https://www.trovaprezzi.it/prezzi_grappe-liquori-aperitivi_1.aspx","ABUELO Ron Anejo 5cl","",""
"1547145286-1510","https://www.trovaprezzi.it/categorie.aspx","Articoli per la Cucina","https://www.trovaprezzi.it/prezzi_articoli-per-la-cucina.aspx","Vedi tutte le offerte in Articoli per la Cucina","https://www.trovaprezzi.it/prezzi_articoli-per-la-cucina_1.aspx","","11","https://www.trovaprezzi.it/prezzi_articoli-per-la-cucina_11.aspx"
"1547145198-961","https://www.trovaprezzi.it/categorie.aspx","Carrozzine e Passeggini","https://www.trovaprezzi.it/prezzi_carrozzine-passeggini.aspx","Vedi tutte le offerte in Carrozzine e Passeggini","https://www.trovaprezzi.it/prezzi_carrozzine-passeggini_1.aspx","SAFETY 1st passeggino leggero peps plain red","",""
"1547145277-1448","https://www.trovaprezzi.it/categorie.aspx","Cellulari","https://www.trovaprezzi.it/prezzi_cellulari.aspx","Vedi tutte le offerte in Cellulari","https://www.trovaprezzi.it/prezzi_cellulari_1.aspx","BULLTEK Power Bank Bulltek Y1E 2600MAH Pink","",""
"1547145236-1173","https://www.trovaprezzi.it/categorie.aspx","Integratori e Coadiuvanti","https://www.trovaprezzi.it/prezzi_integratori-coadiuvanti.aspx","Vedi tutte le offerte in Integratori e Coadiuvanti","https://www.trovaprezzi.it/prezzi_integratori-coadiuvanti_1.aspx","ARKOFARM SRL ARKOROYAL Lecca-Lecca Ape Maia","",""
"1547145298-1590","https://www.trovaprezzi.it/categorie.aspx","Stampanti","https://www.trovaprezzi.it/prezzi_stampanti.aspx","Vedi tutte le offerte in Stampanti","https://www.trovaprezzi.it/prezzi_stampanti_1.aspx","","11","https://www.trovaprezzi.it/prezzi_stampanti_11.aspx"
"1547145179-915","https://www.trovaprezzi.it/categorie.aspx","Giocattoli","https://www.trovaprezzi.it/prezzi_giocattoli.aspx","Vedi tutte le offerte in Giocattoli","https://www.trovaprezzi.it/prezzi_giocattoli_1.aspx","","16","https://www.trovaprezzi.it/prezzi_giocattoli_16.aspx"
"1547145198-996","https://www.trovaprezzi.it/categorie.aspx","Carrozzine e Passeggini","https://www.trovaprezzi.it/prezzi_carrozzine-passeggini.aspx","Vedi tutte le offerte in Carrozzine e Passeggini","https://www.trovaprezzi.it/prezzi_carrozzine-passeggini_1.aspx","","17","https://www.trovaprezzi.it/prezzi_carrozzine-passeggini_17.aspx"
"1547145319-1748","https://www.trovaprezzi.it/categorie.aspx","Lavatrici e Asciugatrici","https://www.trovaprezzi.it/prezzi_lavatrici-asciugatrici.aspx","Vedi tutte le offerte in Lavatrici e Asciugatrici","https://www.trovaprezzi.it/prezzi_lavatrici-asciugatrici_1.aspx","","9","https://www.trovaprezzi.it/prezzi_lavatrici-asciugatrici_9.aspx"
"1547145302-1623","https://www.trovaprezzi.it/categorie.aspx","Tablet","https://www.trovaprezzi.it/prezzi_tablet.aspx","Vedi tutte le offerte in Tablet","https://www.trovaprezzi.it/prezzi_tablet_1.aspx","","4","https://www.trovaprezzi.it/prezzi_tablet_4.aspx"
"1547145140-684","https://www.trovaprezzi.it/categorie.aspx","Orologi da Polso","https://www.trovaprezzi.it/prezzi_orologi-polso.aspx","Vedi tutte le offerte in Orologi da Polso","https://www.trovaprezzi.it/prezzi_orologi-polso_1.aspx","OROLOGIO TRASPARENTE SPORTIVO BAMBINO","",""
"1547145258-1352","https://www.trovaprezzi.it/categorie.aspx","Integratori per lo Sport","https://www.trovaprezzi.it/prezzi_integratori-sport.aspx","Vedi tutte le offerte in Integratori per lo Sport","https://www.trovaprezzi.it/prezzi_integratori-sport_1.aspx","","13","https://www.trovaprezzi.it/prezzi_integratori-sport_13.aspx"
"1547145123-571","https://www.trovaprezzi.it/categorie.aspx","Grappe, Liquori, Aperitivi","https://www.trovaprezzi.it/prezzi_grappe-liquori-aperitivi.aspx","Vedi tutte le offerte in Grappe, Liquori, Aperitivi","https://www.trovaprezzi.it/prezzi_grappe-liquori-aperitivi_1.aspx","F.lli Branca Distillerie Brandy Stravecchio Branca Cl 3","",""
"1547145262-1382","https://www.trovaprezzi.it/categorie.aspx","Biciclette","https://www.trovaprezzi.it/prezzi_biciclette-accessori.aspx","Vedi tutte le offerte in Biciclette","https://www.trovaprezzi.it/prezzi_biciclette-accessori_1.aspx","","3","https://www.trovaprezzi.it/prezzi_biciclette-accessori_3.aspx"
"1547145292-1537","https://www.trovaprezzi.it/categorie.aspx","Elettroutensili","https://www.trovaprezzi.it/prezzi_elettroutensili.aspx","Vedi tutte le offerte in Elettroutensili","https://www.trovaprezzi.it/prezzi_elettroutensili_1.aspx","EINHELL SET 2 LAME HCS FINE KWB","",""
"1547145236-1198","https://www.trovaprezzi.it/categorie.aspx","Integratori e Coadiuvanti","https://www.trovaprezzi.it/prezzi_integratori-coadiuvanti.aspx","Vedi tutte le offerte in Integratori e Coadiuvanti","https://www.trovaprezzi.it/prezzi_integratori-coadiuvanti_1.aspx","","19","https://www.trovaprezzi.it/prezzi_integratori-coadiuvanti_19.aspx"
"1547145190-956","https://www.trovaprezzi.it/categorie.aspx","Seggiolini auto","https://www.trovaprezzi.it/prezzi_seggiolini-auto.aspx","Vedi tutte le offerte in Seggiolini auto","https://www.trovaprezzi.it/prezzi_seggiolini-auto_1.aspx","","17","https://www.trovaprezzi.it/prezzi_seggiolini-auto_17.aspx"
"1547145140-714","https://www.trovaprezzi.it/categorie.aspx","Orologi da Polso","https://www.trovaprezzi.it/prezzi_orologi-polso.aspx","Vedi tutte le offerte in Orologi da Polso","https://www.trovaprezzi.it/prezzi_orologi-polso_1.aspx","","15","https://www.trovaprezzi.it/prezzi_orologi-polso_15.aspx"
"1547145258-1354","https://www.trovaprezzi.it/categorie.aspx","Integratori per lo Sport","https://www.trovaprezzi.it/prezzi_integratori-sport.aspx","Vedi tutte le offerte in Integratori per lo Sport","https://www.trovaprezzi.it/prezzi_integratori-sport_1.aspx","","15","https://www.trovaprezzi.it/prezzi_integratori-sport_15.aspx"
"1547145198-962","https://www.trovaprezzi.it/categorie.aspx","Carrozzine e Passeggini","https://www.trovaprezzi.it/prezzi_carrozzine-passeggini.aspx","Vedi tutte le offerte in Carrozzine e Passeggini","https://www.trovaprezzi.it/prezzi_carrozzine-passeggini_1.aspx","Safety 1st Peps Passeggino Rosso/plain Red","",""
"1547145162-793","https://www.trovaprezzi.it/categorie.aspx","Obiettivi per Fotocamere","https://www.trovaprezzi.it/prezzi_obiettivi-per-fotocamere.aspx","Vedi tutte le offerte in Obiettivi per Fotocamere","https://www.trovaprezzi.it/prezzi_obiettivi-per-fotocamere_1.aspx","","14","https://www.trovaprezzi.it/prezzi_obiettivi-per-fotocamere_14.aspx"
"1547145266-1430","https://www.trovaprezzi.it/categorie.aspx","Scarpe Sportive","https://www.trovaprezzi.it/prezzi_scarpe-sportive.aspx","Vedi tutte le offerte in Scarpe Sportive","https://www.trovaprezzi.it/prezzi_scarpe-sportive_1.aspx","","11","https://www.trovaprezzi.it/prezzi_scarpe-sportive_11.aspx"
"1547145266-1423","https://www.trovaprezzi.it/categorie.aspx","Scarpe Sportive","https://www.trovaprezzi.it/prezzi_scarpe-sportive.aspx","Vedi tutte le offerte in Scarpe Sportive","https://www.trovaprezzi.it/prezzi_scarpe-sportive_1.aspx","","4","https://www.trovaprezzi.it/prezzi_scarpe-sportive_4.aspx"
"1547145140-702","https://www.trovaprezzi.it/categorie.aspx","Orologi da Polso","https://www.trovaprezzi.it/prezzi_orologi-polso.aspx","Vedi tutte le offerte in Orologi da Polso","https://www.trovaprezzi.it/prezzi_orologi-polso_1.aspx","","3","https://www.trovaprezzi.it/prezzi_orologi-polso_3.aspx"
"1547145136-656","https://www.trovaprezzi.it/categorie.aspx","Navigatori GPS","https://www.trovaprezzi.it/prezzi_gps.aspx","Vedi tutte le offerte in Navigatori GPS","https://www.trovaprezzi.it/prezzi_gps_1.aspx","BRYTON Ciclocomputer GPS bici BRYTON Rider ONE","",""
"1547145236-1194","https://www.trovaprezzi.it/categorie.aspx","Integratori e Coadiuvanti","https://www.trovaprezzi.it/prezzi_integratori-coadiuvanti.aspx","Vedi tutte le offerte in Integratori e Coadiuvanti","https://www.trovaprezzi.it/prezzi_integratori-coadiuvanti_1.aspx","","15","https://www.trovaprezzi.it/prezzi_integratori-coadiuvanti_15.aspx"
"1547145075-414","https://www.trovaprezzi.it/categorie.aspx","Strumenti Musicali","https://www.trovaprezzi.it/prezzi_strumenti-musicali.aspx","Vedi tutte le offerte in Strumenti Musicali","https://www.trovaprezzi.it/prezzi_strumenti-musicali_1.aspx","D'Addario Chitarre J2706","",""
"1547145262-1388","https://www.trovaprezzi.it/categorie.aspx","Biciclette","https://www.trovaprezzi.it/prezzi_biciclette-accessori.aspx","Vedi tutte le offerte in Biciclette","https://www.trovaprezzi.it/prezzi_biciclette-accessori_1.aspx","","9","https://www.trovaprezzi.it/prezzi_biciclette-accessori_9.aspx"
"1547145092-473","https://www.trovaprezzi.it/categorie.aspx","Bracciali","https://www.trovaprezzi.it/prezzi_bracciali.aspx","Vedi tutte le offerte in Bracciali","https://www.trovaprezzi.it/prezzi_bracciali_1.aspx","","14","https://www.trovaprezzi.it/prezzi_bracciali_14.aspx"
"1547145250-1298","https://www.trovaprezzi.it/categorie.aspx","Televisori LCD, LED e Plasma","https://www.trovaprezzi.it/prezzi_televisori-lcd-plasma.aspx","Vedi tutte le offerte in Televisori LCD, LED e Plasma","https://www.trovaprezzi.it/prezzi_televisori-lcd-plasma_1.aspx","AKAI AKTV2412 - TV LED HD READY 24","",""
"1547145167-822","https://www.trovaprezzi.it/categorie.aspx","Fotocamere Digitali","https://www.trovaprezzi.it/prezzi_fotocamere-digitali.aspx","Vedi tutte le offerte in Fotocamere Digitali","https://www.trovaprezzi.it/prezzi_fotocamere-digitali_1.aspx","","3","https://www.trovaprezzi.it/prezzi_fotocamere-digitali_3.aspx"
"1547145323-1786","https://www.trovaprezzi.it/categorie.aspx","Frigoriferi e Congelatori","https://www.trovaprezzi.it/prezzi_frigoriferi-congelatori.aspx","Vedi tutte le offerte in Frigoriferi e Congelatori","https://www.trovaprezzi.it/prezzi_frigoriferi-congelatori_1.aspx","","7","https://www.trovaprezzi.it/prezzi_frigoriferi-congelatori_7.aspx"
"1547145219-1066","https://www.trovaprezzi.it/categorie.aspx","Borse","https://www.trovaprezzi.it/prezzi_borse-zaini.aspx","Vedi tutte le offerte in Borse","https://www.trovaprezzi.it/prezzi_borse-zaini_1.aspx","","7","https://www.trovaprezzi.it/prezzi_borse-zaini_7.aspx"
"1547145232-1153","https://www.trovaprezzi.it/categorie.aspx","Profumi e Deodoranti","https://www.trovaprezzi.it/prezzi_profumi-deodoranti.aspx","Vedi tutte le offerte in Profumi e Deodoranti","https://www.trovaprezzi.it/prezzi_profumi-deodoranti_1.aspx","","14","https://www.trovaprezzi.it/prezzi_profumi-deodoranti_14.aspx"
"1547145246-1247","https://www.trovaprezzi.it/categorie.aspx","Videocamere Digitali","https://www.trovaprezzi.it/prezzi_videocamere-digitali.aspx","Vedi tutte le offerte in Videocamere Digitali","https://www.trovaprezzi.it/prezzi_videocamere-digitali_1.aspx","Oem Videocamera Oem Adj di Sorveglianza nascosta in orologio 640X480 4GB","",""
"1547145162-792","https://www.trovaprezzi.it/categorie.aspx","Obiettivi per Fotocamere","https://www.trovaprezzi.it/prezzi_obiettivi-per-fotocamere.aspx","Vedi tutte le offerte in Obiettivi per Fotocamere","https://www.trovaprezzi.it/prezzi_obiettivi-per-fotocamere_1.aspx","","13","https://www.trovaprezzi.it/prezzi_obiettivi-per-fotocamere_13.aspx"
"1547145262-1362","https://www.trovaprezzi.it/categorie.aspx","Biciclette","https://www.trovaprezzi.it/prezzi_biciclette-accessori.aspx","Vedi tutte le offerte in Biciclette","https://www.trovaprezzi.it/prezzi_biciclette-accessori_1.aspx","MagiDeal Dito Bicicletta Mountain BikeFingerboard e Finger Bike con 2 Pezzi di Ricambio Pneumatici Giocattolo Gioco Regalo Creativo - Blu","",""
"1547145136-645","https://www.trovaprezzi.it/categorie.aspx","Navigatori GPS","https://www.trovaprezzi.it/prezzi_gps.aspx","Vedi tutte le offerte in Navigatori GPS","https://www.trovaprezzi.it/prezzi_gps_1.aspx","Hamlet Accessorio GPS Hamlet Solar GPS Bluetooth Receiver HBTGPSOL","",""
"1547145128-633","https://www.trovaprezzi.it/categorie.aspx","Vini","https://www.trovaprezzi.it/prezzi_vini.aspx","Vedi tutte le offerte in Vini","https://www.trovaprezzi.it/prezzi_vini_1.aspx","","14","https://www.trovaprezzi.it/prezzi_vini_14.aspx"
"1547145167-832","https://www.trovaprezzi.it/categorie.aspx","Fotocamere Digitali","https://www.trovaprezzi.it/prezzi_fotocamere-digitali.aspx","Vedi tutte le offerte in Fotocamere Digitali","https://www.trovaprezzi.it/prezzi_fotocamere-digitali_1.aspx","","13","https://www.trovaprezzi.it/prezzi_fotocamere-digitali_13.aspx"
"1547145314-1716","https://www.trovaprezzi.it/categorie.aspx","Forni","https://www.trovaprezzi.it/prezzi_forni-microonde.aspx","Vedi tutte le offerte in Forni","https://www.trovaprezzi.it/prezzi_forni-microonde_1.aspx","","17","https://www.trovaprezzi.it/prezzi_forni-microonde_17.aspx"
"1547145242-1226","https://www.trovaprezzi.it/categorie.aspx","Home Theater","https://www.trovaprezzi.it/prezzi_home-theater.aspx","Vedi tutte le offerte in Home Theater","https://www.trovaprezzi.it/prezzi_home-theater_1.aspx","","7","https://www.trovaprezzi.it/prezzi_home-theater_7.aspx"
"1547145302-1621","https://www.trovaprezzi.it/categorie.aspx","Tablet","https://www.trovaprezzi.it/prezzi_tablet.aspx","Vedi tutte le offerte in Tablet","https://www.trovaprezzi.it/prezzi_tablet_1.aspx","","2","https://www.trovaprezzi.it/prezzi_tablet_2.aspx"
"1547145175-861","https://www.trovaprezzi.it/categorie.aspx","Console Giochi","https://www.trovaprezzi.it/prezzi_console.aspx","Vedi tutte le offerte in Console Giochi","https://www.trovaprezzi.it/prezzi_console_1.aspx","","2","https://www.trovaprezzi.it/prezzi_console_2.aspx"
"1547145140-708","https://www.trovaprezzi.it/categorie.aspx","Orologi da Polso","https://www.trovaprezzi.it/prezzi_orologi-polso.aspx","Vedi tutte le offerte in Orologi da Polso","https://www.trovaprezzi.it/prezzi_orologi-polso_1.aspx","","9","https://www.trovaprezzi.it/prezzi_orologi-polso_9.aspx"
"1547145162-788","https://www.trovaprezzi.it/categorie.aspx","Obiettivi per Fotocamere","https://www.trovaprezzi.it/prezzi_obiettivi-per-fotocamere.aspx","Vedi tutte le offerte in Obiettivi per Fotocamere","https://www.trovaprezzi.it/prezzi_obiettivi-per-fotocamere_1.aspx","","9","https://www.trovaprezzi.it/prezzi_obiettivi-per-fotocamere_9.aspx"
"1547145319-1722","https://www.trovaprezzi.it/categorie.aspx","Lavatrici e Asciugatrici","https://www.trovaprezzi.it/prezzi_lavatrici-asciugatrici.aspx","Vedi tutte le offerte in Lavatrici e Asciugatrici","https://www.trovaprezzi.it/prezzi_lavatrici-asciugatrici_1.aspx","MIELE E9777750 DETERSIVO LAVATRICE X TESSUTI SPECIALI HOME E9777750 DETERSIVO LAVATRICE X TESSUTI SPECIALI HOME","",""
"1547145198-964","https://www.trovaprezzi.it/categorie.aspx","Carrozzine e Passeggini","https://www.trovaprezzi.it/prezzi_carrozzine-passeggini.aspx","Vedi tutte le offerte in Carrozzine e Passeggini","https://www.trovaprezzi.it/prezzi_carrozzine-passeggini_1.aspx","Safety 1st Peps Passeggino Con Cappottina Compatto Età Da 6 Mesi Splatter Black","",""
